path,line,text
docs/spec/Section 4 - UI (each view separately).md,130,The legacy file `web/show.html` from the v3.3.5 architecture is deprecated and must no longer be used as a UI entry point.
docs/spec/Section 4 - UI (each view separately).md,133,`show.html` is replaced by the standalone Watchlist Page defined in Section 4.9.
docs/spec/Section 4 - UI (each view separately).md,134,All show‑level detail rendering is now provided by the show/season/episode accordion structure in watchlist.html.
docs/spec/Section 4 - UI (each view separately).md,137,- The file `web/show.html` must remain present in the repository.
docs/spec/Section 4 - UI (each view separately).md,138,- It must contain a redirect to `watchlist.html`.
docs/spec/Section 4 - UI (each view separately).md,143,The file `web/show.html` must implement an immediate redirect to `watchlist.html`.
docs/spec/Section 4 - UI (each view separately).md,146,- Must work offline
docs/spec/Section 4 - UI (each view separately).md,147,- Must work in file:// mode
docs/spec/Section 4 - UI (each view separately).md,148,- Must not rely on SPA routing
docs/spec/Section 4 - UI (each view separately).md,149,- Must not create back‑button history entries
docs/spec/Section 4 - UI (each view separately).md,150,- Must not use external libraries
docs/spec/Section 4 - UI (each view separately).md,152,The redirect file must include both:
docs/spec/Section 4.1 - Calendar View.md,22,- aligned with versioning rules
docs/spec/Section 4.1 - Calendar View.md,36,**Version:** V0.00
docs/spec/Section 4.1 - Calendar View.md,42,It is a **primary navigation surface** for date‑driven discovery and must support:
docs/spec/Section 4.1 - Calendar View.md,53,This view is mandatory and must always be present.
docs/spec/Section 4.1 - Calendar View.md,58,"The Calendar View must follow a **strict, immutable layout**:"
docs/spec/Section 4.1 - Calendar View.md,64,- Each cell must support multiple content items
docs/spec/Section 4.1 - Calendar View.md,67,A persistent header must display:
docs/spec/Section 4.1 - Calendar View.md,74,The header must remain visible during scrolling.
docs/spec/Section 4.1 - Calendar View.md,77,Each day cell must include:
docs/spec/Section 4.1 - Calendar View.md,86,Each content item must include:
docs/spec/Section 4.1 - Calendar View.md,100,The Calendar View must consume data exclusively from `data.json`.
docs/spec/Section 4.1 - Calendar View.md,102,### **4.1.3.1 Required Data Sources**
docs/spec/Section 4.1 - Calendar View.md,107,- `watchlist.items` (future‑phase)
docs/spec/Section 4.1 - Calendar View.md,109,### **4.1.3.2 Required Fields Per Item**
docs/spec/Section 4.1 - Calendar View.md,110,Each calendar item must include:
docs/spec/Section 4.1 - Calendar View.md,132,Sorting must be deterministic.
docs/spec/Section 4.1 - Calendar View.md,138,DPAD navigation must follow:
docs/spec/Section 4.1 - Calendar View.md,145,Focus must always remain within the grid.
docs/spec/Section 4.1 - Calendar View.md,160,Every item in the Calendar View must route to the correct popup:
docs/spec/Section 4.1 - Calendar View.md,168,Routing must be deterministic and must never fail.
docs/spec/Section 4.1 - Calendar View.md,173,Every calendar item must display the unified icon strip:
docs/spec/Section 4.1 - Calendar View.md,180,Icons must be:
docs/spec/Section 4.1 - Calendar View.md,190,Each item must display:
docs/spec/Section 4.1 - Calendar View.md,196,Logos must be:
docs/spec/Section 4.1 - Calendar View.md,206,"Calendar posters must use a **small, square or near‑square** variant."
docs/spec/Section 4.1 - Calendar View.md,229,If an item is missing required fields:
docs/spec/Section 4.1 - Calendar View.md,237,Invalid dates must be:
docs/spec/Section 4.1 - Calendar View.md,241,- never break the grid
docs/spec/Section 4.1 - Calendar View.md,244,Missing images must use fallback assets.
docs/spec/Section 4.1 - Calendar View.md,249,The Calendar View must support:
docs/spec/Section 4.1 - Calendar View.md,252,Live TV channels must display:
docs/spec/Section 4.1 - Calendar View.md,260,Items must be visually weighted based on:
docs/spec/Section 4.1 - Calendar View.md,264,- profile watchlist
docs/spec/Section 4.1 - Calendar View.md,267,Episodes and movies must show:
docs/spec/Section 4.1 - Calendar View.md,273,Calendar must reflect:
docs/spec/Section 4.1 - Calendar View.md,275,- Trakt watch history
docs/spec/Section 4.1 - Calendar View.md,281,# **4.1.11 Invariants**
docs/spec/Section 4.1 - Calendar View.md,282,The following must never change:
docs/spec/Section 4.1 - Calendar View.md,297,These invariants are permanent.
docs/spec/Section 4.2 - Shows View.md,4,**Version:** V0.00
docs/spec/Section 4.2 - Shows View.md,10,It must support:
docs/spec/Section 4.2 - Shows View.md,22,This view is mandatory and must always be present.
docs/spec/Section 4.2 - Shows View.md,27,"The Shows View must follow a **strict, immutable layout**:"
docs/spec/Section 4.2 - Shows View.md,39,The filter bar must include:
docs/spec/Section 4.2 - Shows View.md,45,- **Watchlist Filter** (future‑phase)
docs/spec/Section 4.2 - Shows View.md,48,Filters must be:
docs/spec/Section 4.2 - Shows View.md,56,The sort bar must include:
docs/spec/Section 4.2 - Shows View.md,66,Sorting must be deterministic.
docs/spec/Section 4.2 - Shows View.md,69,The card grid must:
docs/spec/Section 4.2 - Shows View.md,81,"Each show must be represented by a **Show Card**, which includes:"
docs/spec/Section 4.2 - Shows View.md,83,### **4.2.3.1 Required Visual Elements**
docs/spec/Section 4.2 - Shows View.md,94,### **4.2.3.2 Required Metadata Elements**
docs/spec/Section 4.2 - Shows View.md,105,- watchlist indicator
docs/spec/Section 4.2 - Shows View.md,109,- card must be fully focusable
docs/spec/Section 4.2 - Shows View.md,110,- card must show focus outline when selected
docs/spec/Section 4.2 - Shows View.md,115,The Shows View must consume data exclusively from `data.json`.
docs/spec/Section 4.2 - Shows View.md,117,### **4.2.4.1 Required Data Fields**
docs/spec/Section 4.2 - Shows View.md,118,Each show must include:
docs/spec/Section 4.2 - Shows View.md,146,The Shows View must extract:
docs/spec/Section 4.2 - Shows View.md,154,Filters must use:
docs/spec/Section 4.2 - Shows View.md,161,- watchlist (future‑phase)
docs/spec/Section 4.2 - Shows View.md,167,DPAD navigation must follow:
docs/spec/Section 4.2 - Shows View.md,174,Focus must always remain within the view.
docs/spec/Section 4.2 - Shows View.md,189,Every show card must route to:
docs/spec/Section 4.2 - Shows View.md,195,Routing must be deterministic and must never fail.
docs/spec/Section 4.2 - Shows View.md,200,Every show card must display the unified icon strip:
docs/spec/Section 4.2 - Shows View.md,207,Icons must be:
docs/spec/Section 4.2 - Shows View.md,217,Each show card must display:
docs/spec/Section 4.2 - Shows View.md,221,Logos must be:
docs/spec/Section 4.2 - Shows View.md,230,Show posters must use a **standard portrait aspect ratio**.
docs/spec/Section 4.2 - Shows View.md,243,Status badges must be:
docs/spec/Section 4.2 - Shows View.md,252,Filters must:
docs/spec/Section 4.2 - Shows View.md,256,- never hide the filter bar
docs/spec/Section 4.2 - Shows View.md,257,- never break DPAD navigation
docs/spec/Section 4.2 - Shows View.md,261,Must include all genres present in `data.json`.
docs/spec/Section 4.2 - Shows View.md,264,Must include:
docs/spec/Section 4.2 - Shows View.md,272,Must include all origin countries present in `data.json`.
docs/spec/Section 4.2 - Shows View.md,275,Must filter shows based on:
docs/spec/Section 4.2 - Shows View.md,281,### **4.2.10.5 Watchlist Filter (Future‑Phase)**
docs/spec/Section 4.2 - Shows View.md,282,Must show only shows in the user’s watchlist.
docs/spec/Section 4.2 - Shows View.md,285,Must filter based on:
docs/spec/Section 4.2 - Shows View.md,293,Sorting must be deterministic and must include:
docs/spec/Section 4.2 - Shows View.md,303,Sorting must never produce inconsistent ordering.
docs/spec/Section 4.2 - Shows View.md,309,If a show is missing required fields:
docs/spec/Section 4.2 - Shows View.md,317,Missing images must use fallback assets.
docs/spec/Section 4.2 - Shows View.md,320,Invalid metadata must:
docs/spec/Section 4.2 - Shows View.md,329,The Shows View must support:
docs/spec/Section 4.2 - Shows View.md,332,Cards must visually weight:
docs/spec/Section 4.2 - Shows View.md,339,Shows must display:
docs/spec/Section 4.2 - Shows View.md,344,### **4.2.13.3 Watchlist Integration**
docs/spec/Section 4.2 - Shows View.md,345,Shows must display:
docs/spec/Section 4.2 - Shows View.md,347,- watchlist badge
docs/spec/Section 4.2 - Shows View.md,348,- add/remove watchlist action
docs/spec/Section 4.2 - Shows View.md,351,Sorting must integrate with:
docs/spec/Section 4.2 - Shows View.md,355,- Watchlist View
docs/spec/Section 4.2 - Shows View.md,358,Shows must reflect:
docs/spec/Section 4.2 - Shows View.md,360,- Trakt watch history
docs/spec/Section 4.2 - Shows View.md,366,# **4.2.14 Invariants**
docs/spec/Section 4.2 - Shows View.md,367,The following must never change:
docs/spec/Section 4.2 - Shows View.md,383,These invariants are permanent.
docs/spec/Section 4.3 - Movies View.md,4,**Version:** V0.00
docs/spec/Section 4.3 - Movies View.md,10,It must support:
docs/spec/Section 4.3 - Movies View.md,21,- supporting future‑phase watchlist and watched filters
docs/spec/Section 4.3 - Movies View.md,23,This view is mandatory and must always be present.
docs/spec/Section 4.3 - Movies View.md,28,"The Movies View must follow a **strict, immutable layout**:"
docs/spec/Section 4.3 - Movies View.md,40,The filter bar must include:
docs/spec/Section 4.3 - Movies View.md,47,- **Watchlist Filter** (future‑phase)
docs/spec/Section 4.3 - Movies View.md,50,Filters must be:
docs/spec/Section 4.3 - Movies View.md,58,The sort bar must include:
docs/spec/Section 4.3 - Movies View.md,68,Sorting must be deterministic.
docs/spec/Section 4.3 - Movies View.md,71,The card grid must:
docs/spec/Section 4.3 - Movies View.md,83,"Each movie must be represented by a **Movie Card**, which includes:"
docs/spec/Section 4.3 - Movies View.md,85,### **4.3.3.1 Required Visual Elements**
docs/spec/Section 4.3 - Movies View.md,95,### **4.3.3.2 Required Metadata Elements**
docs/spec/Section 4.3 - Movies View.md,106,- watchlist indicator
docs/spec/Section 4.3 - Movies View.md,110,- card must be fully focusable
docs/spec/Section 4.3 - Movies View.md,111,- card must show focus outline when selected
docs/spec/Section 4.3 - Movies View.md,116,The Movies View must consume data exclusively from `data.json`.
docs/spec/Section 4.3 - Movies View.md,118,### **4.3.4.1 Required Data Fields**
docs/spec/Section 4.3 - Movies View.md,119,Each movie must include:
docs/spec/Section 4.3 - Movies View.md,150,Filters must use:
docs/spec/Section 4.3 - Movies View.md,158,- watchlist (future‑phase)
docs/spec/Section 4.3 - Movies View.md,164,DPAD navigation must follow:
docs/spec/Section 4.3 - Movies View.md,171,Focus must always remain within the view.
docs/spec/Section 4.3 - Movies View.md,186,Every movie card must route to:
docs/spec/Section 4.3 - Movies View.md,192,Routing must be deterministic and must never fail.
docs/spec/Section 4.3 - Movies View.md,197,Every movie card must display the unified icon strip:
docs/spec/Section 4.3 - Movies View.md,204,Icons must be:
docs/spec/Section 4.3 - Movies View.md,214,Each movie card must display:
docs/spec/Section 4.3 - Movies View.md,218,Logos must be:
docs/spec/Section 4.3 - Movies View.md,227,Movie posters must use a **standard portrait aspect ratio**.
docs/spec/Section 4.3 - Movies View.md,240,Collection badges must be:
docs/spec/Section 4.3 - Movies View.md,249,Filters must:
docs/spec/Section 4.3 - Movies View.md,253,- never hide the filter bar
docs/spec/Section 4.3 - Movies View.md,254,- never break DPAD navigation
docs/spec/Section 4.3 - Movies View.md,258,Must include all genres present in `data.json`.
docs/spec/Section 4.3 - Movies View.md,261,Must include:
docs/spec/Section 4.3 - Movies View.md,267,Must include:
docs/spec/Section 4.3 - Movies View.md,274,Must include all collections present in `data.json`.
docs/spec/Section 4.3 - Movies View.md,277,Must filter movies based on:
docs/spec/Section 4.3 - Movies View.md,283,### **4.3.10.6 Watchlist Filter (Future‑Phase)**
docs/spec/Section 4.3 - Movies View.md,284,Must show only movies in the user’s watchlist.
docs/spec/Section 4.3 - Movies View.md,287,Must filter based on:
docs/spec/Section 4.3 - Movies View.md,295,Sorting must be deterministic and must include:
docs/spec/Section 4.3 - Movies View.md,305,Sorting must never produce inconsistent ordering.
docs/spec/Section 4.3 - Movies View.md,311,If a movie is missing required fields:
docs/spec/Section 4.3 - Movies View.md,319,Missing images must use fallback assets.
docs/spec/Section 4.3 - Movies View.md,322,Invalid metadata must:
docs/spec/Section 4.3 - Movies View.md,331,The Movies View must support:
docs/spec/Section 4.3 - Movies View.md,334,Cards must visually weight:
docs/spec/Section 4.3 - Movies View.md,341,Movies must display:
docs/spec/Section 4.3 - Movies View.md,346,### **4.3.13.3 Watchlist Integration**
docs/spec/Section 4.3 - Movies View.md,347,Movies must display:
docs/spec/Section 4.3 - Movies View.md,349,- watchlist badge
docs/spec/Section 4.3 - Movies View.md,350,- add/remove watchlist action
docs/spec/Section 4.3 - Movies View.md,353,Sorting must integrate with:
docs/spec/Section 4.3 - Movies View.md,357,- Watchlist View
docs/spec/Section 4.3 - Movies View.md,360,Movies must reflect:
docs/spec/Section 4.3 - Movies View.md,362,- Trakt watch history
docs/spec/Section 4.3 - Movies View.md,368,# **4.3.14 Invariants**
docs/spec/Section 4.3 - Movies View.md,369,The following must never change:
docs/spec/Section 4.3 - Movies View.md,385,These invariants are permanent.
docs/spec/Section 4.4 - Live TV View.md,4,**Version:** V0.00
docs/spec/Section 4.4 - Live TV View.md,10,It must support:
docs/spec/Section 4.4 - Live TV View.md,20,- supporting future‑phase watchlist and watched filters
docs/spec/Section 4.4 - Live TV View.md,23,This view is mandatory and must always be present.
docs/spec/Section 4.4 - Live TV View.md,28,"The Live TV View must follow a **strict, immutable layout**:"
docs/spec/Section 4.4 - Live TV View.md,40,The filter bar must include:
docs/spec/Section 4.4 - Live TV View.md,45,- **Watchlist Filter** (future‑phase)
docs/spec/Section 4.4 - Live TV View.md,48,Filters must be:
docs/spec/Section 4.4 - Live TV View.md,56,The sort bar must include:
docs/spec/Section 4.4 - Live TV View.md,64,Sorting must be deterministic.
docs/spec/Section 4.4 - Live TV View.md,67,The card grid must:
docs/spec/Section 4.4 - Live TV View.md,79,"Each channel must be represented by a **Channel Card**, which includes:"
docs/spec/Section 4.4 - Live TV View.md,81,### **4.4.3.1 Required Visual Elements**
docs/spec/Section 4.4 - Live TV View.md,89,### **4.4.3.2 Required Metadata Elements**
docs/spec/Section 4.4 - Live TV View.md,101,- watchlist indicator
docs/spec/Section 4.4 - Live TV View.md,105,- card must be fully focusable
docs/spec/Section 4.4 - Live TV View.md,106,- card must show focus outline when selected
docs/spec/Section 4.4 - Live TV View.md,111,The Live TV View must consume data exclusively from `data.json`.
docs/spec/Section 4.4 - Live TV View.md,113,### **4.4.4.1 Required Data Fields**
docs/spec/Section 4.4 - Live TV View.md,114,Each channel must include:
docs/spec/Section 4.4 - Live TV View.md,127,Each EPG entry must include:
docs/spec/Section 4.4 - Live TV View.md,138,Filters must use:
docs/spec/Section 4.4 - Live TV View.md,144,- watchlist (future‑phase)
docs/spec/Section 4.4 - Live TV View.md,150,DPAD navigation must follow:
docs/spec/Section 4.4 - Live TV View.md,157,Focus must always remain within the view.
docs/spec/Section 4.4 - Live TV View.md,172,Every channel card must route to:
docs/spec/Section 4.4 - Live TV View.md,179,Routing must be deterministic and must never fail.
docs/spec/Section 4.4 - Live TV View.md,184,Each channel card must display:
docs/spec/Section 4.4 - Live TV View.md,188,Logos must be:
docs/spec/Section 4.4 - Live TV View.md,198,Channel logos must use a **standardized rectangular aspect ratio**.
docs/spec/Section 4.4 - Live TV View.md,220,Filters must:
docs/spec/Section 4.4 - Live TV View.md,224,- never hide the filter bar
docs/spec/Section 4.4 - Live TV View.md,225,- never break DPAD navigation
docs/spec/Section 4.4 - Live TV View.md,229,Must include all countries present in `data.json`.
docs/spec/Section 4.4 - Live TV View.md,232,Must include all groups present in `data.json`.
docs/spec/Section 4.4 - Live TV View.md,235,Must filter channels based on:
docs/spec/Section 4.4 - Live TV View.md,241,### **4.4.9.4 Watchlist Filter (Future‑Phase)**
docs/spec/Section 4.4 - Live TV View.md,242,Must show only channels in the user’s watchlist.
docs/spec/Section 4.4 - Live TV View.md,245,Must filter based on:
docs/spec/Section 4.4 - Live TV View.md,253,Sorting must be deterministic and must include:
docs/spec/Section 4.4 - Live TV View.md,261,Sorting must never produce inconsistent ordering.
docs/spec/Section 4.4 - Live TV View.md,267,If a channel is missing required fields:
docs/spec/Section 4.4 - Live TV View.md,275,Missing images must use fallback assets.
docs/spec/Section 4.4 - Live TV View.md,278,Invalid metadata must:
docs/spec/Section 4.4 - Live TV View.md,287,The Live TV View must support:
docs/spec/Section 4.4 - Live TV View.md,290,Channels must display:
docs/spec/Section 4.4 - Live TV View.md,298,Cards must visually weight:
docs/spec/Section 4.4 - Live TV View.md,305,Channels must display:
docs/spec/Section 4.4 - Live TV View.md,310,### **4.4.12.4 Watchlist Integration**
docs/spec/Section 4.4 - Live TV View.md,311,Channels must display:
docs/spec/Section 4.4 - Live TV View.md,313,- watchlist badge
docs/spec/Section 4.4 - Live TV View.md,314,- add/remove watchlist action
docs/spec/Section 4.4 - Live TV View.md,317,Sorting must integrate with:
docs/spec/Section 4.4 - Live TV View.md,321,- Watchlist View
docs/spec/Section 4.4 - Live TV View.md,324,Channels must reflect:
docs/spec/Section 4.4 - Live TV View.md,326,- Trakt watch history
docs/spec/Section 4.4 - Live TV View.md,332,# **4.4.13 Invariants**
docs/spec/Section 4.4 - Live TV View.md,333,The following must never change:
docs/spec/Section 4.4 - Live TV View.md,347,These invariants are permanent.
docs/spec/Section 4.5 - Config View.md,9,**Version:** V0.00
docs/spec/Section 4.5 - Config View.md,15,It must support:
docs/spec/Section 4.5 - Config View.md,29,This view is mandatory and must always be present.
docs/spec/Section 4.5 - Config View.md,34,"The Config View must follow a **strict, immutable layout**:"
docs/spec/Section 4.5 - Config View.md,44,"The Config View must include the following sections, in this order:"
docs/spec/Section 4.5 - Config View.md,56,Each section must be collapsible and DPAD‑navigable.
docs/spec/Section 4.5 - Config View.md,64,Must include:
docs/spec/Section 4.5 - Config View.md,72,Must support:
docs/spec/Section 4.5 - Config View.md,81,Must support:
docs/spec/Section 4.5 - Config View.md,97,### **4.5.4.1 Required Controls**
docs/spec/Section 4.5 - Config View.md,105,- All changes must apply instantly
docs/spec/Section 4.5 - Config View.md,119,### **4.5.5.1 Required Tools**
docs/spec/Section 4.5 - Config View.md,128,- all actions must show confirmation dialogs
docs/spec/Section 4.5 - Config View.md,129,- all actions must be reversible where possible
docs/spec/Section 4.5 - Config View.md,133,All maintenance actions must log:
docs/spec/Section 4.5 - Config View.md,147,- local watch-state and watchlist outputs when present
docs/spec/Section 4.5 - Config View.md,150,Each editor must include:
docs/spec/Section 4.5 - Config View.md,155,- validation indicator
docs/spec/Section 4.5 - Config View.md,158,### **4.5.6.2 Validation Rules**
docs/spec/Section 4.5 - Config View.md,165,- must validate before saving
docs/spec/Section 4.5 - Config View.md,166,- must show confirmation
docs/spec/Section 4.5 - Config View.md,167,- must update metadata
docs/spec/Section 4.5 - Config View.md,176,- version triple
docs/spec/Section 4.5 - Config View.md,177,- script versions
docs/spec/Section 4.5 - Config View.md,182,Must include:
docs/spec/Section 4.5 - Config View.md,189,Metadata must include:
docs/spec/Section 4.5 - Config View.md,192,- version
docs/spec/Section 4.5 - Config View.md,193,- script_versions
docs/spec/Section 4.5 - Config View.md,201,### **4.5.8.1 Required Features**
docs/spec/Section 4.5 - Config View.md,208,### **4.5.8.2 Error Details Must Include**
docs/spec/Section 4.5 - Config View.md,215,- errors must never break the viewer
docs/spec/Section 4.5 - Config View.md,216,- missing fields must be handled gracefully
docs/spec/Section 4.5 - Config View.md,223,### **4.5.9.1 Required Controls**
docs/spec/Section 4.5 - Config View.md,231,### **4.5.9.2 Watchlist Management**
docs/spec/Section 4.5 - Config View.md,232,Must include:
docs/spec/Section 4.5 - Config View.md,236,- clear watchlist
docs/spec/Section 4.5 - Config View.md,239,Must include:
docs/spec/Section 4.5 - Config View.md,252,- Trakt
docs/spec/Section 4.5 - Config View.md,255,### **4.5.10.2 Required Controls**
docs/spec/Section 4.5 - Config View.md,262,Must log:
docs/spec/Section 4.5 - Config View.md,274,### **4.5.11.1 Required Controls**
docs/spec/Section 4.5 - Config View.md,281,Must use:
docs/spec/Section 4.5 - Config View.md,292,DPAD navigation must follow:
docs/spec/Section 4.5 - Config View.md,313,Each section must have:
docs/spec/Section 4.5 - Config View.md,340,Invalid settings must:
docs/spec/Section 4.5 - Config View.md,347,Failures must:
docs/spec/Section 4.5 - Config View.md,356,The Config View must support:
docs/spec/Section 4.5 - Config View.md,359,All appearance and accessibility settings must support:
docs/spec/Section 4.5 - Config View.md,365,Must support:
docs/spec/Section 4.5 - Config View.md,368,- Trakt sync
docs/spec/Section 4.5 - Config View.md,372,Must support:
docs/spec/Section 4.5 - Config View.md,380,# **4.5.16 Invariants**
docs/spec/Section 4.5 - Config View.md,381,The following must never change:
docs/spec/Section 4.5 - Config View.md,393,These invariants are permanent.
docs/spec/Section 4.6 - Explore View (future phase).md,3,**Version:** V0.00
docs/spec/Section 4.6 - Explore View (future phase).md,7,It must support:
docs/spec/Section 4.6 - Explore View (future phase).md,19,"The Explore View must follow a **strict, immutable layout**:"
docs/spec/Section 4.6 - Explore View (future phase).md,26,"The Explore View must include the following modules, in this order:"
docs/spec/Section 4.6 - Explore View (future phase).md,41,Each module must include:
docs/spec/Section 4.6 - Explore View (future phase).md,49,The Explore View must consume data exclusively from `data.json`.
docs/spec/Section 4.6 - Explore View (future phase).md,50,### **4.6.3.1 Required Data Sources**
docs/spec/Section 4.6 - Explore View (future phase).md,57,- watchlist[]
docs/spec/Section 4.6 - Explore View (future phase).md,63,### **4.6.3.2 Required Fields Per Item**
docs/spec/Section 4.6 - Explore View (future phase).md,64,Each item must include:
docs/spec/Section 4.6 - Explore View (future phase).md,79,Each module must define:
docs/spec/Section 4.6 - Explore View (future phase).md,89,- must refresh on each data build
docs/spec/Section 4.6 - Explore View (future phase).md,93,- must include at least 10 items
docs/spec/Section 4.6 - Explore View (future phase).md,97,- must include at least 20 items
docs/spec/Section 4.6 - Explore View (future phase).md,98,- must exclude items already completed
docs/spec/Section 4.6 - Explore View (future phase).md,101,- must include at least 10 items
docs/spec/Section 4.6 - Explore View (future phase).md,102,- must show the reference title in the module header
docs/spec/Section 4.6 - Explore View (future phase).md,104,- must include the top 10 genres
docs/spec/Section 4.6 - Explore View (future phase).md,105,- each genre row must include at least 10 items
docs/spec/Section 4.6 - Explore View (future phase).md,108,- must include all collections
docs/spec/Section 4.6 - Explore View (future phase).md,110,- each row must include collection poster + movie cards
docs/spec/Section 4.6 - Explore View (future phase).md,128,"- merges TMDB, Trakt, and future services"
docs/spec/Section 4.6 - Explore View (future phase).md,133,DPAD navigation must follow:
docs/spec/Section 4.6 - Explore View (future phase).md,148,Every item must route to the correct popup:
docs/spec/Section 4.6 - Explore View (future phase).md,156,Routing must be deterministic.
docs/spec/Section 4.6 - Explore View (future phase).md,159,Every card must display the unified icon strip:
docs/spec/Section 4.6 - Explore View (future phase).md,164,Icons must be:
docs/spec/Section 4.6 - Explore View (future phase).md,171,Each module header must include:
docs/spec/Section 4.6 - Explore View (future phase).md,176,Cards must use:
docs/spec/Section 4.6 - Explore View (future phase).md,187,If an item is missing required fields:
docs/spec/Section 4.6 - Explore View (future phase).md,193,Missing images must use fallback assets.
docs/spec/Section 4.6 - Explore View (future phase).md,195,Invalid metadata must:
docs/spec/Section 4.6 - Explore View (future phase).md,201,The Explore View must support:
docs/spec/Section 4.6 - Explore View (future phase).md,205,- relevance scoring must be deterministic
docs/spec/Section 4.6 - Explore View (future phase).md,207,Modules must adapt to:
docs/spec/Section 4.6 - Explore View (future phase).md,210,- watchlist
docs/spec/Section 4.6 - Explore View (future phase).md,213,Sorting must integrate with:
docs/spec/Section 4.6 - Explore View (future phase).md,218,- Watchlist View
docs/spec/Section 4.6 - Explore View (future phase).md,220,Modules must reflect:
docs/spec/Section 4.6 - Explore View (future phase).md,222,- Trakt history
docs/spec/Section 4.6 - Explore View (future phase).md,225,# **4.6.11 Invariants**
docs/spec/Section 4.6 - Explore View (future phase).md,226,The following must never change:
docs/spec/Section 4.6 - Explore View (future phase).md,235,These invariants are permanent.
docs/spec/Section 4.7 - Profiles View (future phase).md,4,**Version:** V0.00
docs/spec/Section 4.7 - Profiles View (future phase).md,8,It must support:
docs/spec/Section 4.7 - Profiles View (future phase).md,14,- profile‑specific watchlists
docs/spec/Section 4.7 - Profiles View (future phase).md,23,"The Profiles View must follow a **strict, immutable layout**:"
docs/spec/Section 4.7 - Profiles View (future phase).md,31,The grid must include:
docs/spec/Section 4.7 - Profiles View (future phase).md,37,"When a profile is selected, the panel must display:"
docs/spec/Section 4.7 - Profiles View (future phase).md,41,- watchlist
docs/spec/Section 4.7 - Profiles View (future phase).md,47,"Each profile must be represented by a **Profile Card**, which includes:"
docs/spec/Section 4.7 - Profiles View (future phase).md,48,### **4.7.3.1 Required Visual Elements**
docs/spec/Section 4.7 - Profiles View (future phase).md,53,### **4.7.3.2 Required Metadata Elements**
docs/spec/Section 4.7 - Profiles View (future phase).md,63,- DPAD focus must be visible and predictable
docs/spec/Section 4.7 - Profiles View (future phase).md,66,The Profiles View must consume data exclusively from `data.json`.
docs/spec/Section 4.7 - Profiles View (future phase).md,67,### **4.7.4.1 Required Data Fields**
docs/spec/Section 4.7 - Profiles View (future phase).md,68,Each profile must include:
docs/spec/Section 4.7 - Profiles View (future phase).md,76,- watchlist[]
docs/spec/Section 4.7 - Profiles View (future phase).md,80,### **4.7.4.2 Watchlist Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,81,Each profile must maintain its own:
docs/spec/Section 4.7 - Profiles View (future phase).md,82,- watchlist
docs/spec/Section 4.7 - Profiles View (future phase).md,83,- watchlist ordering
docs/spec/Section 4.7 - Profiles View (future phase).md,84,- watchlist metadata
docs/spec/Section 4.7 - Profiles View (future phase).md,86,Each profile must maintain:
docs/spec/Section 4.7 - Profiles View (future phase).md,91,Must include:
docs/spec/Section 4.7 - Profiles View (future phase).md,99,DPAD navigation must follow:
docs/spec/Section 4.7 - Profiles View (future phase).md,113,The profile management panel must include:
docs/spec/Section 4.7 - Profiles View (future phase).md,120,### **4.7.6.2 Watchlist Management**
docs/spec/Section 4.7 - Profiles View (future phase).md,123,- clear watchlist
docs/spec/Section 4.7 - Profiles View (future phase).md,140,Profile cards must include:
docs/spec/Section 4.7 - Profiles View (future phase).md,146,Avatars must:
docs/spec/Section 4.7 - Profiles View (future phase).md,156,Profile actions must route to:
docs/spec/Section 4.7 - Profiles View (future phase).md,159,- watchlist popup
docs/spec/Section 4.7 - Profiles View (future phase).md,163,All popups must follow:
docs/spec/Section 4.7 - Profiles View (future phase).md,170,If a profile is missing required fields:
docs/spec/Section 4.7 - Profiles View (future phase).md,176,Invalid settings must:
docs/spec/Section 4.7 - Profiles View (future phase).md,181,Sync failures must:
docs/spec/Section 4.7 - Profiles View (future phase).md,187,The Profiles View must support:
docs/spec/Section 4.7 - Profiles View (future phase).md,189,Profiles must support:
docs/spec/Section 4.7 - Profiles View (future phase).md,194,Recommendations must:
docs/spec/Section 4.7 - Profiles View (future phase).md,196,- never call external services
docs/spec/Section 4.7 - Profiles View (future phase).md,199,Profiles must support:
docs/spec/Section 4.7 - Profiles View (future phase).md,201,- Trakt sync
docs/spec/Section 4.7 - Profiles View (future phase).md,204,Profile preferences must influence:
docs/spec/Section 4.7 - Profiles View (future phase).md,209,- Watchlist View
docs/spec/Section 4.7 - Profiles View (future phase).md,211,# **4.7.11 Invariants**
docs/spec/Section 4.7 - Profiles View (future phase).md,212,The following must never change:
docs/spec/Section 4.7 - Profiles View (future phase).md,222,These invariants are permanent.
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,1,# **SECTION 4.8 — WATCHLIST / WATCHED FILTERS (FUTURE‑PHASE)**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,3,**Document ID:** Section 4.8 — Watchlist / Watched Filters
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,4,**Version:** V0.00
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,7,"The Watchlist / Watched Filters View provides a **centralized, profile‑aware, deterministic interface** for managing and browsing:"
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,8,- the user’s global watchlist
